"srch_destination","user_location_region","month","srch_count","is_booking","user_location_latitude","user_location_longitude","latitude","longitude"
"FIJI","FL",5,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","ON",12,25,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","CA",5,1,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","PA",1,9,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","FL",3,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","FL",6,15,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","BC",4,7,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NY",10,17,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","WA",2,31,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","IL",5,2,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","ON",2,1,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","BC",1,2,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NY",5,39,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","CA",12,106,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","WA",10,24,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","TX",2,2,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","CA",9,12,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","IL",6,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","PA",11,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","FL",10,15,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","IL",11,1,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","ON",11,9,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","FL",9,38,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","NJ",1,17,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","ON",8,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","FL",4,17,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","TX",1,22,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","ON",5,3,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","IL",1,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","FL",8,34,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","NJ",7,1,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","WA",4,0,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","NY",3,20,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","NJ",9,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","FL",11,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","TX",3,34,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","TX",12,18,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","PA",5,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","PA",2,1,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","BC",11,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","WA",7,45,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","WA",4,31,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","IL",12,12,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","CA",8,228,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","FL",6,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","PA",8,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","NJ",5,6,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","CA",2,3,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","ON",1,1,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","NY",4,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","TX",4,1,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","WA",9,11,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","ON",10,1,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","IL",1,4,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","WA",6,3,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","TX",10,19,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","IL",6,3,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","BC",8,9,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NJ",12,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","ON",11,1,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","TX",7,60,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","WA",12,21,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","WA",3,2,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","CA",1,8,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NY",10,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","FL",5,2,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","CA",9,293,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","WA",5,18,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","PA",5,25,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","FL",1,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","ON",7,3,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","IL",8,1,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","BC",3,17,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","IL",2,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","BC",6,11,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NY",11,22,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","BC",9,22,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","ON",4,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","NY",5,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","NJ",10,17,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","CA",10,2,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","PA",3,16,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","PA",4,8,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","TX",12,1,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","NY",11,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","BC",11,6,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","IL",9,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","FL",1,8,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","CA",11,77,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NY",6,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","NY",12,47,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","WA",7,0,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","TX",4,15,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","WA",10,0,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","TX",7,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","PA",10,14,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","NY",1,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","NY",12,3,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","CA",6,5,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","ON",1,47,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","TX",11,20,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","ON",5,52,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","NJ",6,47,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","ON",10,67,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","TX",2,27,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","TX",1,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","CA",7,1,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","IL",7,2,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","FL",12,2,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","BC",1,46,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","BC",4,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","IL",3,1,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","NY",3,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","IL",8,7,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","NJ",11,3,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","NJ",3,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","WA",11,23,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","TX",8,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","FL",7,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","NJ",2,26,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","BC",12,37,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","IL",5,18,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","NJ",7,42,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","NJ",1,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","NJ",11,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","NJ",3,6,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","PA",9,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","TX",10,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","IL",10,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","IL",4,31,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","NY",2,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","TX",6,9,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","IL",9,4,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","CA",11,3,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","BC",10,10,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","TX",9,2,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","PA",1,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","FL",2,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","PA",2,4,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","NJ",9,8,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","PA",12,32,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","IL",4,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","IL",7,11,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","BC",12,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","CA",3,194,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NY",7,60,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","WA",3,35,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","NJ",4,15,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","NJ",4,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","PA",12,1,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","FL",9,1,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","TX",6,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","WA",8,0,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","BC",5,4,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","CA",2,211,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","PA",11,25,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","TX",8,45,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","FL",2,35,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","FL",3,20,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","BC",10,1,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","ON",6,39,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","CA",4,168,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NJ",6,1,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","TX",3,0,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","WA",1,2,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","PA",6,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","TX",5,1,1,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","ON",6,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","NY",9,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","CA",10,101,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","FL",7,18,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","NY",7,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","NJ",8,2,0,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","BC",7,51,0,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NY",8,0,1,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","ON",9,9,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","PA",7,4,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","ON",3,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","CA",3,5,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NJ",8,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","FL",11,5,0,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","FL",8,2,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","PA",9,1,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","NY",9,31,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","CA",6,107,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","PA",6,14,0,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","PA",3,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","PA",4,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","WA",9,1,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","IL",10,12,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","BC",8,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","IL",2,13,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","IL",3,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","PA",7,0,1,40.34667,-76.31094,-17.646295,177.3772865
"FIJI","NJ",10,1,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","WA",6,70,0,47.58599,-122.291,-17.646295,177.3772865
"FIJI","BC",9,3,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","FL",10,1,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","TX",5,21,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","FL",4,0,1,27.881775,-81.54888,-17.646295,177.3772865
"FIJI","ON",9,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","WA",11,3,1,47.58599,-122.291,-17.646295,177.3772865
"FIJI","CA",7,119,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","CA",1,205,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","BC",6,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","CA",4,2,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","CA",5,98,0,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","TX",9,31,0,30.412685,-97.174425,-17.646295,177.3772865
"FIJI","BC",2,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","BC",3,0,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","NJ",5,0,1,40.495165,-74.40379,-17.646295,177.3772865
"FIJI","ON",8,18,0,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","IL",11,11,0,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","ON",7,0,1,43.780205,-79.403755,-17.646295,177.3772865
"FIJI","BC",7,2,1,49.33274,-122.9533,-17.646295,177.3772865
"FIJI","CA",8,6,1,35.53463,-119.6392,-17.646295,177.3772865
"FIJI","NY",6,21,0,41.77887,-73.9937,-17.646295,177.3772865
"FIJI","IL",12,0,1,41.79871,-88.07561,-17.646295,177.3772865
"FIJI","NY",8,60,0,41.77887,-73.9937,-17.646295,177.3772865
"FINLAND","NY",4,18,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","ON",2,20,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","BC",5,1,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","TX",4,15,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","TX",3,25,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","TX",3,2,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","TX",10,2,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","NJ",7,6,0,40.495165,-74.40379,61.4897,24.95105
"FINLAND","FL",4,2,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","BC",4,6,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","WA",6,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","TX",1,1,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","BC",12,1,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","CA",7,1,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","NJ",3,9,0,40.495165,-74.40379,61.4897,24.95105
"FINLAND","PA",12,1,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","IL",12,3,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","FL",5,10,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","IL",6,3,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","ON",10,15,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","BC",2,14,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","PA",7,0,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","WA",8,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","NY",6,36,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","NY",7,1,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","FL",11,1,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","BC",11,5,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","NY",8,1,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","TX",5,1,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","PA",3,3,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","CA",12,30,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","WA",10,14,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","CA",4,1,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","BC",5,5,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","BC",10,1,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","FL",7,2,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","ON",4,32,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","CA",2,6,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","TX",5,0,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","TX",2,7,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","BC",2,1,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","PA",8,3,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NY",6,2,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","IL",5,8,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","ON",11,4,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","CA",5,31,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","BC",4,1,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","TX",11,9,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","BC",7,2,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","WA",3,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","IL",3,1,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","WA",12,2,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","ON",5,15,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","CA",6,27,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","WA",1,10,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","CA",8,3,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","PA",2,7,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NY",5,27,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","IL",10,2,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","NY",4,2,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","BC",6,11,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","CA",7,15,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","FL",3,26,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","PA",3,0,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","FL",1,3,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","IL",9,2,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","WA",5,13,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","NY",10,1,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","NJ",6,11,0,40.495165,-74.40379,61.4897,24.95105
"FINLAND","NY",12,13,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","NY",5,4,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","ON",8,5,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","IL",8,2,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","IL",1,3,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","BC",3,20,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","FL",6,1,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","TX",6,1,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","PA",6,1,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","CA",4,31,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","NY",12,2,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","TX",1,10,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","CA",5,2,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","WA",2,3,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","BC",8,2,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","CA",3,18,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","BC",7,8,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","FL",12,14,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","PA",5,2,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","CA",10,27,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","WA",9,18,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","CA",11,5,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","WA",10,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","BC",10,5,0,49.33274,-122.9533,61.4897,24.95105
"FINLAND","ON",7,4,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","ON",10,0,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","CA",10,3,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","NY",7,14,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","BC",3,4,1,49.33274,-122.9533,61.4897,24.95105
"FINLAND","FL",12,2,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","ON",1,0,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","WA",9,2,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","FL",9,1,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","PA",6,0,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","WA",6,13,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","ON",3,1,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","FL",10,3,1,27.881775,-81.54888,61.4897,24.95105
"FINLAND","ON",3,3,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","TX",10,30,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","ON",12,7,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","WA",12,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","ON",4,7,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","IL",5,1,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","IL",2,3,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","IL",8,0,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","IL",2,12,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","NJ",7,2,1,40.495165,-74.40379,61.4897,24.95105
"FINLAND","ON",6,3,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","PA",12,7,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NJ",5,94,0,40.495165,-74.40379,61.4897,24.95105
"FINLAND","PA",11,1,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NY",2,39,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","PA",5,5,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","ON",1,12,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","WA",3,3,0,47.58599,-122.291,61.4897,24.95105
"FINLAND","WA",4,1,1,47.58599,-122.291,61.4897,24.95105
"FINLAND","NY",2,0,1,41.77887,-73.9937,61.4897,24.95105
"FINLAND","FL",9,3,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","CA",1,1,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","ON",2,1,1,43.780205,-79.403755,61.4897,24.95105
"FINLAND","CA",6,3,1,35.53463,-119.6392,61.4897,24.95105
"FINLAND","FL",4,18,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","IL",11,1,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","CA",2,15,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","FL",1,9,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","CA",8,15,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","TX",8,0,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","CA",1,10,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","IL",12,1,1,41.79871,-88.07561,61.4897,24.95105
"FINLAND","ON",6,23,0,43.780205,-79.403755,61.4897,24.95105
"FINLAND","TX",9,0,1,30.412685,-97.174425,61.4897,24.95105
"FINLAND","CA",11,35,0,35.53463,-119.6392,61.4897,24.95105
"FINLAND","IL",11,7,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","PA",2,2,1,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NJ",5,2,1,40.495165,-74.40379,61.4897,24.95105
"FINLAND","FL",10,16,0,27.881775,-81.54888,61.4897,24.95105
"FINLAND","NJ",8,1,0,40.495165,-74.40379,61.4897,24.95105
"FINLAND","PA",1,6,0,40.34667,-76.31094,61.4897,24.95105
"FINLAND","NJ",11,0,1,40.495165,-74.40379,61.4897,24.95105
"FINLAND","TX",6,6,0,30.412685,-97.174425,61.4897,24.95105
"FINLAND","NY",1,12,0,41.77887,-73.9937,61.4897,24.95105
"FINLAND","IL",3,5,0,41.79871,-88.07561,61.4897,24.95105
"FINLAND","NJ",11,5,0,40.495165,-74.40379,61.4897,24.95105
